Instituto Tecnológico de Buenos Aires	-34.6031933	-58.3677853
Instituto Universitario Aeronáutico	-31.433722	-64.2757892
Instituto Universitario CEMA	-34.5986296	-58.3723632
Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló	-34.5997278	-58.4026461
Instituto Universitario de la Policia Federal	-34.6196177	-58.4360766
Instituto Universitario Nacional del Arte	-34.594695	-58.3996632
Universidad Abierta Interamericana	-34.6218005	-58.3791777
Universidad Adventista del Plata	-32.075964	-60.46441
Universidad Argentina de la Empresa	-34.6170941	-58.3820478
"Universidad Argentina ""John F. Kennedy"""	-34.6085319	-58.3969496
Universidad Atlantida Argentina	-36.7269109	-56.679804
Universidad Austral Buenos Aires	-34.455733	-58.859075
Universidad Autónoma de Entre Ríos	-31.7272858	-60.5144011
Universidad Blas Pascal	-31.3386	-64.256855
"Universidad CAECE, Buenos Aires"	-34.6089955	-58.3787344
Universidad Católica Argentina Santa Maria de los Buenos Aires	-34.612809	-58.3661389
Universidad Católica de Córdoba	-31.4194196	-64.1868567
Universidad Católica de Cuyo	-31.5399832	-68.5861233
Universidad Católica de La Plata	-34.9246796	-57.9514278
Universidad Católica de Salta	-24.7399601	-65.3918447
Universidad Católica de Santa Fé	-31.6069451	-60.6709418
Universidad Católica de Santiago del Estero	-27.7896781	-64.2417408
Universidad Champagnat	-32.916904	-68.842569
Universidad de Belgrano	-34.5640497	-58.4437929
Universidad de Bologna - Representación en Buenos Aires	-34.596792	-58.383398
Universidad de Buenos Aires	-34.5998875	-58.3730695
Universidad de Ciencias Empresariales y Sociales	-34.5982262	-58.3870614
Universidad de Concepción del Uruguay	-32.4819067	-58.229546
Universidad de Congreso	-32.894923	-68.841673
Universidad de Flores - Buenos Aires	-34.5106128	-58.54559
Universidad del Aconcagua	-32.889953	-68.836325
Universidad de la Cuenca del Plata	-27.4751688	-58.8525745
Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA)	-38.0066035	-57.5634409
Universidad de la Marina Mercante	-34.609725	-58.398406
Universidad del Centro Educativo Latinoamericano Rosario	-32.9565424	-60.6441396
Universidad del Cine - Buenos Aires	-34.6178504	-58.3706422
Universidad del Museo Social Argentino	-34.6053651	-58.38881
"Universidad del Norte ""Santo Tomás de Aquino"""	-26.8328538	-65.2053298
Universidad del Salvador	-34.600986	-58.393461
Universidad de Mendoza	-32.8914378	-68.8621156
Universidad de Morón	-34.6466923	-58.6201205
Universidad de Palermo	-34.5973351	-58.415925
Universidad Empresarial Siglio 21	-31.323433	-64.222297
Universidad ISALUD	-34.6139973	-58.3782589
"Universidad ""Juan Agustín Maza"""	-32.8992219	-68.8106055
Universidad Maimónides	-34.6104391	-58.4410063
Universidad Nacional de Catamarca	-28.4587708	-65.7831254
Universidad Nacional de Córdoba	-31.4354855	-64.1855702
Universidad Nacional de Cuyo	-32.8811777	-68.877089
Universidad Nacional de Entre Ríos	-32.484105	-58.2311497
Universidad Nacional de Formosa	-26.1926471	-58.1997247
Universidad Nacional de General San Martín	-34.5783994	-58.5268407
Universidad Nacional de General Sarmiento	-34.5217483	-58.7007662
Universidad Nacional de Jujuy	-24.179446	-65.3246439
Universidad Nacional de La Matanza	-34.6704143	-58.5629288
Universidad Nacional de Lanus	-34.7355252	-58.3910807
Universidad Nacional de La Pampa	-36.6204407	-64.2899992
Universidad Nacional de la Patagonia Austral	-46.4329472	-67.5198268
"Universidad Nacional de la Patagonia ""San Juan Bosco"""	-45.824737	-67.463908
Universidad Nacional de La Plata	-34.9128319	-57.9511629
Universidad Nacional de La Rioja	-29.4299009	-66.8687706
Universidad Nacional del Centro de la Provincia de Buenos Aires	-37.3287505	-59.1387299
Universidad Nacional del Comahue	-38.9401499	-68.0573579
Universidad Nacional del Littoral	-31.6350243	-60.7052163
Universidad Nacional del Nordeste	-27.4640667	-58.8395797
Universidad Nacional del Noroeste de la Provincia de Buenos Aires	-34.5713809	-60.9491887
Universidad Nacional de Lomas de Zamora	-34.7769034	-58.4600291
Universidad Nacional del Sur	-38.7018411	-62.2702322
Universidad Nacional de Luján	-34.5774135	-59.088767
Universidad Nacional de Mar del Plata	-38.0053709	-57.5709
Universidad Nacional de Misiones	-27.4345919	-55.8877937
Universidad Nacional de Quilmes	-34.7065604	-58.2785224
Universidad Nacional de Río Cuarto	-33.1092515	-64.3013772
Universidad Nacional de Rosario	-32.9502729	-60.636032
Universidad Nacional de Salta	-24.728033	-65.409298
Universidad Nacional de San Juan	-31.5372745	-68.5204732
Universidad Nacional de San Luis	-33.2921486	-66.3396156
Universidad Nacional de Santiago del Estero	-27.8040363	-64.2502712
Universidad Nacional de Tres de Febrero	-34.6016294	-58.5281503
Universidad Nacional de Tucumán	-26.836396	-65.2111408
Universidad Nacional de Villa María	-32.3841431	-63.2596019
Universidad Notarial Argentina	-34.9120549	-57.9458108
Universidad Tecnológica Nacional	-34.6045381	-58.3727814
Universidad Torcuato di Tella	-34.5479144	-58.446713
Akademie der bildenden Künste Wien	48.2012533	16.3651029
Donau-Universität Krems	48.4081548	15.5862305
Fachhochschule Burgenland	47.8294118	16.5350525
Fachhochschule für Bank- und Finanzwirtschaft	48.219152	16.4033728
Fachhochschule JOANNEUM	47.0693	15.4097888
Fachhochschule Kärnten	46.6103274	14.3304032
Fachhochschule Krems	48.4086755	15.5880323
Fachhochschule Kufstein (Tirol)	47.583807	12.1736679
Fachhochschule Salzburg	47.72336	13.0871409
Fachhochschule St. Pölten	48.2138999	15.6318955
Fachhochschule Vorarlberg	47.4067642	9.7444223
Fachhochschule Wiener Neustadt	47.8387763	16.2479023
Fachhochschulstudiengänge der Wiener Wirtschaft	48.2266205	16.3488829
Fachhochschulstudiengänge Hagenberg	48.368346	14.515042
Fachhochschulstudiengänge Krems IMC	48.4086755	15.5880323
Fachhochschulstudiengänge Wels	48.1548429	14.0112978
Institute of Science and Technology	48.309852	16.259696
Katholisch-Theologische Privatuniversität Linz	48.3036115	14.2916436
MCI-Management Center Innsbruck	47.269052	11.398186
Medizinische Universität Graz	47.0796111	15.467423
Medizinische Universität Innsbruck	47.2626944	11.3849579
Medizinische Universität Wien	48.2203449	16.3515709
Montanuniversität Leoben	47.3847372	15.0930201
Private Universität für Medizinische Informatik und Technik Tirol	47.2836374	11.5172275
Technikum Wien	48.2392831	16.3773241
Technische Universität Graz	47.0691371	15.4503154
Technische Universität Wien	48.1986546	16.3684626
Universität für angewandte Kunst Wien	48.208361	16.3823507
Universität für Bodenkultur Wien	48.2365448	16.337579
Universität für künstlerische und industrielle Gestaltung Linz	48.305847	14.2893048
Universität für Musik und darstellende Kunst Graz	47.0722565	15.4499422
Universität für Musik und darstellende Kunst  Wien	48.2019386	16.3852618
Universität Graz	47.0777872	15.4499126
Universität Innsbruck	47.2633542	11.3838006
Universität Klagenfurt	46.616079	14.2652899
Universität Linz	48.3358372	14.3209597
Universität Mozarteum Salzburg	47.8038789	13.0436663
Universität Salzburg	47.7883758	13.0605021
Universität Vienna	48.2131855	16.3600504
Veterinärmedizinische Universität Wien	48.2544223	16.4316619
"Webster University, Vienna"	48.2141028	16.3829412
Wirtschaftsuniversität Wien	48.214648	16.406479
Australian Catholic University	-27.3778982	153.0893217
Australian Correspondence Schools	-28.0741862	153.3799497
Australian Defence Force Academy	-35.2917997	149.1661406
Australian Lutheran College	-34.9089566	138.5931993
Australian Maritime College	-41.4010143	147.1204258
Australian National University	-35.2776999	149.118527
Avondale College	-33.0861901	151.4615085
Batchelor Institute of Indigenous Tertiary Education	-13.0473303	131.0324998
Blue Mountains Hotel School	-33.719337	150.342068
Bond University	-28.0730934	153.4166377
Central Queensland University	-23.3217947	150.5204793
Charles Darwin University	-12.3717852	130.8689199
Charles Sturt University	-33.846841	151.0744347
Curtin University of Technology	-32.0061951	115.8944182
Deakin University	-38.1435006	144.3596982
Edith Cowan University	-31.7521612	115.7729067
Flinders University of South Australia	-35.0244952	138.5713281
Griffith University	-27.555087	153.0532255
Holmes Institute	-33.869846	151.2058731
"Institute Of Technology, Australia"	-34.9247992	138.6000306
International College of Tourism and Hotel Management	-33.8039881	151.2938695
James Cook University of North Queensland	-19.326378	146.7572865
La Trobe University	-37.7206671	145.048414
Macquarie University	-33.7738237	151.1126498
Marcus Oldham College	-38.1890932	144.2984297
Monash University	-37.9105238	145.1362182
Murdoch University	-32.0692218	115.8338628
Queensland University of Technology	-27.477357	153.028415
Royal Melbourne Institute of Technology	-37.80792	144.9645015
Southern Cross University	-28.81799	153.297815
Swinburne University of Technology	-37.8221504	145.0389546
University of Adelaide	-34.920603	138.6062277
University of Ballarat	-37.626441	143.8910952
University of Canberra	-35.2384588	149.0824668
University of Divinity	-37.8057702	145.0367706
University of Melbourne	-37.7963689	144.9611738
University of Newcastle	-32.8927718	151.7041775
University of New England	-30.4899535	151.6410199
University of New South Wales	-33.917347	151.2312675
University of Notre Dame Australia	-32.056084	115.743425
University of Queensland	-27.4954306	153.0120301
University of South Australia	-34.9201652	138.6066669
University of Southern Queensland	-27.6043593	151.9303905
University of Sydney	-33.888584	151.1873473
University of Tasmania	-42.9041217	147.3247697
University of Technology Sydney	-33.8832376	151.2004942
University of the Sunshine Coast	-26.7173619	153.0624859
University of Western Australia	-31.981179	115.8199096
University of Western Sydney	-33.8757124	151.2092036
University of Wollongong	-34.4054039	150.87843
Academy of Public Administration	40.3656955	49.8294451
Azerbaijan Diplomatic Academy	40.394599	49.84938
Azerbaijan International University	40.4333514	49.859283
Azerbaijan Medical University	40.3949237	49.8331059
Azerbaijan National Conservatorie	39.2238745	45.401899
Azerbaijan State Economic University	40.3858506	49.8273617
Azerbaijan State Oil Academy	40.3785442	49.8485665
Azerbaijan Technical University	40.3707577	49.8163837
Azerbaijan Technology University	40.6885645	46.3867907
Azerbaijan Toursim Institute	40.398002	49.85725
Azerbaijan University	40.3953821	49.8437746
Azerbaijan University ol Languages	40.3951301	49.8603424
Baki Business University	40.3970363	49.8067141
Baku Slavic University	40.3745878	49.8114684
Baku State University	40.3745605	49.8114753
Ganja State University 	40.6780624	46.3601533
Khazar University	40.4085514	49.9376268
Lankaran State University	38.7543588	48.8512589
Nakhchivan Private University	39.2253137	45.4033481
Nakhchivan State University	39.2253137	45.4033481
National Aviation Academy	40.4531952	50.0675043
Odlar Yurdu University	40.3976958	49.8579687
Police Academy	41.8004362	44.8093384
Qafqaz University	40.4761209	49.7265498
Sumgait State University	40.5742618	49.6767502
Western University	43.0095971	-81.2737336
American University	38.9392688	-77.0873929
International Burch University	43.8186281	18.31207
International University of Sarajevo	43.821747	18.309177
International University of Travnik	44.227071	17.646637
Sarajevo Film Academy	43.8238535	18.3084046
Slobomir P Univerzitet	44.7334293	18.0843732
University of Banja Luka	44.7745476	17.2111927
University of Bihac	44.8137038	15.869236
University of East Srarajevo	43.8233697	18.3744675
University of Mostar	43.3452687	17.7967484
University of Sarajevo	43.856883	18.4188848
University of Tuzla	44.5319538	18.6869019
University of Zenica	44.1994776	17.9021989
University Vitez In Travnik	44.225585	17.656542
"Univerzitet u Mostaru ""Dzemal Bijedic"""	43.3544829	17.8095193
"University of the West Indies, Cave Hill"	13.1345645	-59.6297875
Ahsanullah University of Science & Technology	23.7638191	90.4068855
American International University - Bangladesh	23.7945987	90.401638
Asa University Bangladesh	23.7731122	90.3662918
Asian University of Bangladesh	23.869569	90.3990731
Atish Dipankar University	23.8666362	90.377248
Bangabandhu Sheikh Mujibur Rahman Agricultural University	24.037876	90.399561
Bangabandhu Sheikh Mujibur Rahman Medical University	23.7384689	90.395251
Bangladesh Agricultural University	24.7196252	90.4266584
Bangladesh Open University	23.9513712	90.3796948
Bangladesh University	23.761733	90.367408
Bangladesh University of Business & Technology	23.8118375	90.3570372
Bangladesh University of Engineering and Technology	23.7276638	90.3928418
Bangladesh University of Professionals	23.8396364	90.3576472
Bangladesh University of Textiles	23.810332	90.4125181
"Begum Rokeya University, Rangpur"	25.7180329	89.2592081
"BGC Trust University, Bangladesh"	22.2477685	92.0177183
Brac University	23.7801679	90.4071914
Chittagong Independent University	22.346139	91.833987
Chittagong University of Engineering and Technology	22.4600233	91.9710002
City University	23.7508823	90.389295
Comilla University	23.419413	91.13646
Daffodil International University	23.7529336	90.3778665
Darul Ihsan University	23.7391507	90.381907
Dhaka International University	23.7877589	90.4010009
Dhaka University of Engineering and Technology	24.0177672	90.4181305
East Delta University	22.3694116	91.8206449
Eastern University	23.7424105	90.3805867
East West University	23.7688648	90.4253158
"East-West University, Mohakhali"	23.7688648	90.4253158
Green University of Bangladesh	23.7869613	90.3775339
Hajee Mohammad Danesh Science and Technology University	25.6974152	88.6511114
IBAIS University	23.7544649	90.3725588
"Independent University, Bangladesh"	23.8157826	90.4275665
International Culture University 	23.7529993	90.3774887
International Islamic University Chittagong	22.4966881	91.7215437
International University of Business Agriculture and Technology	23.8882699	90.3906595
Islamic University Kushtia	23.7237244	89.1511164
Islamic University of Technology	23.947261	90.3799325
Jagannath University	23.7084153	90.4113938
Jahangirnagar University	23.8805819	90.2704874
Jatiya Kabi Kazi Nazrul Islam University	24.5817831	90.3746208
Khulna University	22.8033117	89.5323901
Khulna University of Engineering And Technology	22.9005148	89.502356
Leading University	24.8904889	91.8675215
Manarat International University	23.7906783	90.4211235
Mawlana Bhashani Science And Technology University	24.2353377	89.8918372
Metropolitan University	24.89721	91.8676114
Military Institute of Science and Technology	23.8376219	90.3580581
National University	23.9504063	90.380132
Noakhali University of Science and Technology	22.7928863	91.1003313
North East University Bangladesh	24.8900962	91.8609562
Northern University Bangladesh	23.7410196	90.3749701
North South University	23.815103	90.425538
Pabna University of Science and Technology	24.0132552	89.2784053
Patuakhali Science and Technology University	22.464814	90.3835676
People's University of Bangladesh	23.7602386	90.3703339
Premier University	22.3388589	91.8358461
Presidency University	23.7964068	90.4173839
Queens University	44.2252795	-76.4951412
Rajshahi University of Engineering and Technology	24.3635683	88.6283773
Shahjalal University of Science and Technology	24.9172089	91.8318988
Southeast University	23.7948086	90.4050003
Southern University Bangladesh	22.355928	91.826039
Stamford University	23.7447548	90.4082341
Sylhet Agricultural University	24.9092159	91.9019865
Sylhet Engineering College	24.9115756	91.9037918
Sylhet International University	24.901398	91.8439079
United International University	23.7980542	90.4495718
"University of Asia Pacific, Dhanmondi"	23.7549099	90.3895178
University of Chittagong	22.4710021	91.7884693
University of Development Alternative	23.7520477	90.3670995
University of Dhaka	23.7339937	90.392784
University of Information Technology & Sciences	23.7945058	90.4246607
University of Liberal Arts	23.7408595	90.3744705
University of Rajshahi	24.3683508	88.6376273
University of Science & Technology Chittagong	23.7725272	90.4249195
World University of Bangladesh	23.7421401	90.3824558
Brussels Management School (ICHEC)	50.8383646	4.4085297
Brussels School of International Studies	50.8269491	4.3974764
College of Europe	51.2060517	3.226185
Continental Theological Seminary	50.8000564	4.2587065
ECAM - Institut Supérieur Industriel	50.8501926	4.4541356
EHSAL - Europese Hogeschool Brussel	50.8490158	4.3565102
Erasmushogeschool Brussel	50.842239	4.322808
European International University	50.0597011	14.37428
"Evangelische Theologische Faculteit, Leuven"	50.8680921	4.6642771
Faculté Polytechnique de Mons	50.4587714	3.9521652
Facultés Universitaires Catholiques de Mons	50.4529289	3.9845087
Facultés Universitaires Notre-Dame de la Paix	50.466158	4.860199
Facultés Universitaires Saint-Louis	50.8536388	4.3613416
Faculté Universitaire des Sciences Agronomiques de Gembloux	50.5629131	4.6976856
Fondation Universitaire Luxembourgeoise	49.6803583	5.8240688
Hasselt University	50.9335322	5.342293
Hogere Zeevaartschool - Maritime Academy	51.240545	4.39816
Hogeschool Antwerpen	51.2301299	4.4161723
"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel"	50.8490158	4.3565102
Hogeschool voor Wetenschap & Kunst	51.0543341	3.7132313
Hogeschool West-Vlaanderen (TU)	50.8252738	3.2504042
Karel De Grote Hogeschool	51.225968	4.436522
Katholieke Hogeschool Kempen	51.1601218	4.9614528
Katholieke Hogeschool Leuven	50.87633	4.6618026
Katholieke Hogeschool Limburg	50.9289799	5.3950221
Katholieke Universiteit Brussel	50.8627284	4.3277237
Katholieke Universiteit Leuven	50.8779545	4.7002953
"Katholieke Universiteit Leuven, Campus Kortrijk"	50.8063225	3.2918734
Royal Military Academy	50.8451817	4.3935335
United Business Institute	50.839316	4.3644727
Université Catholique de Louvain	50.6696875	4.6155909
Université de Liège	50.5830803	5.559064
Université de Mons-Hainaut	50.4587714	3.9521652
Universiteit Antwerpen	51.2228097	4.4102318
Universiteit Antwerpen Management School	51.2206849	4.4106939
"Universiteit Antwerpen, UFSIA"	51.220345	4.40968
Universiteit Gent	51.0465619	3.7279181
Université Libre de Bruxelles	50.8132068	4.3822222
Vesalius College	50.821307	4.391479
Vlerick Leuven Gent Management School	51.0519084	3.7292583
Vrije Universiteit Brussel	50.821658	4.394886
Université de Ouagadougou	12.3787928	-1.4996863
"Academy of Economics ""Dimitur A. Tscenov"""	43.620886	25.344541
"Academy of Music, Dance and Fine Arts"	42.147571	24.751333
Agricultural University of Plovdiv	42.1341	24.7655
American University in Bulgaria	42.0130463	23.0953877
Bourgas Free University	42.5035722	27.4689976
"Bourgas University ""Prof. Assen Zlatarov"""	42.526552	27.449715
International University College	42.6481122	23.3963567
Medical University of Sofia	42.683857	23.3073481
Medical University Pleven	43.411219	24.6276283
Medical University Plovdiv	42.1397826	24.7351666
Medical University Varna	43.2121594	27.92123
Military University Shoumen	43.08223	25.60191
"National Academy for Theatre and Film Arts ""Krustju Sarafov"""	42.6923355	23.3260808
National Academy of Arts	42.6950917	23.3341877
"National Academy of Music ""Pantcho Vladigerov"""	42.6950659	23.3471729
National Sports Academy Sofia	42.6466657	23.3498279
New Bulgarian University	42.677864	23.2526939
"Shoumen University ""Konstantin Preslavski"""	43.27966	26.9479249
"Sofia University ""St. Kliment Ohridski"""	42.6935079	23.3347928
"South-West University ""Neofit Rilski"""	42.0185	23.07744
Technical University of Gabrovo	42.8754665	25.3162041
Technical University of Sofia	42.6570607	23.3551086
Technical University of Varna	43.2228918	27.9367673
Trakia University Stara Zagora	42.3997342	25.571164
"University of Architecture, Civil Engineering and Geodesy"	42.6847768	23.3309028
University of Chemical Technology and Metallurgy	42.6553316	23.3584503
University of Economics Varna	43.209057	27.923601
University of Food Technology	42.1523	24.7322
University of Forestry Sofia	42.6537179	23.3586361
"University of Mining and Geology ""St. Ivan Rils"""	42.6601063	23.3528774
University of National and World Economy	42.651266	23.348848
University of Plovdiv	42.1397826	24.7351666
University of Rousse	43.854554	25.970175
Varna Free University	43.2576367	28.0277835
"Veliko Turnovo University ""Cyril and Methodius"""	43.078432	25.649235
Al Ahlia University	26.235832	50.593007
Ama International University	26.1841207	50.5190136
Applied Science University	26.1431555	50.6150061
Arabian Gulf University	26.215736	50.571076
Arab Open University	26.155866	50.528493
Bahrain Polytechnic	26.1657876	50.5465105
Gulf University College	26.1515569	50.5750573
New York Instiute of Technology	24.4535448	54.3981174
RCSI-Medical University of Bahrain	26.261768	50.5969927
The Kingdom University	26.1357211	50.5833783
University College Bahrain	26.193057	50.479967
University of Bahrain	26.0509509	50.513423
Hope Africa University	-3.4796095	29.9359015
Université du Burundi	-3.3789055	29.3838283
Université Lumière de Bujumbura	-3.3755525	29.3970718
Espam Formation University	6.3630355	2.4757477
Houdegbe North American University Benin	6.3663592	2.5204121
Université d'Abomey-Calavi (UAC)	6.4157451	2.3413236
Bermuda College	32.2781345	-64.7752786
Institut Teknologi Brunei	4.9773576	114.8999212
Universiti Islam Sultan Sharif Ali	4.9059221	114.9123795
University of Brunei Darussalam	4.972665	114.89397
Escuela Militar de Ingeniería	-16.5348978	-68.0868217
Universidad Adventista de Bolivia	-17.3869811	-66.3172715
Universidad Amazonica de Pando	-11.0341697	-68.7604558
Universidad Andina Simón Bolivar	-19.0492896	-65.259068
"Universidad Autónoma del Beni ""José Ballivián"""	-14.8126202	-64.8923135
Universidad Autónoma Gabriel René Moreno	-17.7755587	-63.1958504
Universidad Autónoma Juan Misael Saracho	-21.546187	-64.7229092
Universidad Autónoma Tomás Frías	-19.5841591	-65.756678
"Universidad Católica Boliviana, Cochabamba"	-17.371812	-66.143635
"Universidad Católica Boliviana, La Paz"	-16.5228097	-68.1120275
"Universidad Católica Boliviana, Santa Cruz"	-17.6933029	-63.1494585
"Universidad Católica Boliviana, Tarija"	-21.5331067	-64.7316488
Universidad Central	4.6056127	-74.0686655
Universidad de Aquino Bolivia	-16.5055511	-68.1267679
Universidad Domingo Savio	-17.7583404	-63.1744264
Universidad Empresarial Mateo Kuljis	-17.8377697	-63.2252186
Universidad Juan Misael Saracho	-21.546187	-64.7229092
Universidad Los Andes	-17.7767133	-63.1706116
Universidad Mayor de San Andrés	-16.5047667	-68.1299168
Universidad Mayor de San Simón	-17.3940024	-66.1474529
Universidad Nacional Siglo XX Llallagua	-18.4220379	-66.5857836
Universidad Nuestra Senora de La Paz	-16.5120897	-68.1286454
Universidad NUR	-17.7689777	-63.1828707
Universidad Privada Abierta Latinoamericana	-17.369495	-66.160116
Universidad Privada Boliviana	-17.3988937	-66.2184957
Universidad Privada del Valle	-17.3305883	-66.2254286
Universidad Privada de Santa Cruz de la Sierra	-17.762898	-63.147768
Universidad Privada Franz Tamayo (UNIFRANZ)	-17.7739535	-63.1924443
Universidad Salesiana de Bolivia	-16.4782506	-68.1493654
Universidad San Francisco Xavier	-19.0433704	-65.2467496
Universidad San Francisco Xavier de Chuquisaca	-19.0433704	-65.2467496
Universidad Técnica de Oruro	-17.9679124	-67.1110623
Centro Regional Universitário de Espiríto Santo do Pinhal	-22.201726	-46.74607
Centro Universitário Adventista de São Paulo	-22.5021679	-47.1637808
Centro Universitário Barao de Maua	-21.182885	-47.797272
Centro Universitário Claretiano	-20.8854864	-47.5922927
Centro Universitário de Araraquara	-21.7960836	-48.1781476
Centro Universitário de João Pessoa	-7.158825	-34.854829
Centro Universitário Monte Serrat	-23.943855	-46.3277566
Centro Universitário Newton Paiva	-19.9416268	-43.9650598
Centro Universitário Plinio Leite	-22.8971558	-43.1273575
Centro Universitário Senac	-23.669369	-46.700551
Centro Universitário Serra dos Órgãos	-22.4338603	-42.9791791
EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória	-20.2927995	-40.301992
